,objectid,codigo,coord_x,coord_y,tipo,n_policia,observacao,fotos,morada,concelho,freguesia,zonam_and,descricao,name,cod_gis,cod_topo,cod_freg,n_ordem,cod_sgr,x,y
502,5541,BRTC5,153360.49734897,467856.7091826,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BRTC5.TIF,AVENIDA MENERES,MATOSINHOS,MATOSINHOS,C3,BRITO CAPELO,Brito Capelo,,,,,,-8.688983146256914,41.17853072376577
503,5542,CSSM1,159923.10402547,470001.72999986,PARAGEM COM ABRIGO J,804, ,D:\SIG\FOTOS\BRTX1.TIF,RUA GODINHO DE FARIA,MATOSINHOS,S. MAMEDE DE INFESTA,C5,C. SAÚDE S. MAMEDE,C. Saúde S. Mamede,,,,,,-8.610915938394891,41.19819694263263
504,5543,CSSM2,159911.35720324,469897.1121525,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BRTX2.TIF,RUA GODINHO DE FARIA,MATOSINHOS,S. MAMEDE DE INFESTA,C5,C. SAÚDE S. MAMEDE,C. Saúde S. Mamede,,,,,,-8.61104910364206,41.19725438857764
505,5544,BRV1,155784.44796128,466567.44755197,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\BRV 1.TIF,AVENIDA DR. ANTUNES GUIMARAES,PORTO,RAMALDE,C2,BAIRRO VILARINHA,Bairro Vilarinha,11000180113,ADAGU0,11,00018,0113,-8.66000329964005,41.167058888260215
506,5545,BRV2,155743.13912386,466534.04725272,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\BRV 2.TIF,AVENIDA DR. ANTUNES GUIMARAES,PORTO,ALDOAR,C2,BAIRRO VILARINHA,Bairro Vilarinha,01011300008,ADAGU0,01,00008,0113,-8.660493078767587,41.16675589394071
507,5546,BRVS,156792.86498352,468157.6905491,com painel abrigo, ,1,D:\SIG\FOTOS\BRVS.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,PORTO,RAMALDE,C2,BAIRRO DO VISO,Bairro do Viso,11000350113,ECIRC0,11,00035,0113,-8.648100387199218,41.1814317950768
508,5547,BS1,158468.30291562,465367.58005505,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\BS  1.TIF,RUA JULIO DINIS,PORTO,CEDOFEITA,C1,BOAVISTA - B.SUCESS0,Boavista - B.sucesso,04011300009,RJDIN0,04,00009,0113,-8.627943362625986,41.15639791782378
509,5548,BS2,158414.62519681,465223.21107707,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\BS  2.TIF,RUA JULIO DINIS,PORTO,MASSARELOS,C1,BOAVISTA - B.SUCESSO,Boavista - B.sucesso,07011300005,RJDIN0,07,00005,0113,-8.628573014472268,41.15509527142169
510,5549,BSB,159500.71211616,466131.56438644,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\BSB.TIF,RUA CONSTITUICAO,PORTO,CEDOFEITA,C1,SAPADOR. BOMBEIROS,Sapador. Bombeiros,04011300010,RCONS0,04,00010,0113,-8.615694705375567,41.16332917027772
511,5550,BSS1,157061.65101663,465846.99029447,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\BSS 1.TIF,AVENIDA BOAVISTA,PORTO,RAMALDE,C1,BESSA,Bessa,11000060113,ABOAV0,11,00006,0113,-8.644734711446143,41.16064093685999
512,5551,BSS2,157045.38533509,465824.99305515,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\BSS 2.TIF,AVENIDA BOAVISTA,PORTO,LORDELO DO OURO,C1,BESSA,Bessa,06011300013,ABOAV0,06,00013,0113,-8.644926954105252,41.16044201208219
513,5552,BTC2,155504.83999757,474548.99999932,postalete, , ,D:\SIG\FOTOS\BTC 2.TIF,RUA DA BOTICA,MAIA,MOREIRA,N10,BOTICA,Botica,,,,,,-8.66391722895077,41.23890776244939
514,5553,BV1,167843.30666669,465393.67999575,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BV  1.TIF,RUA EDUARDO CASTRO GANDRA,GONDOMAR,S. PEDRO DA COVA,C11,BELA VISTA,Bela Vista,,,,,,-8.516256983152594,41.15705973462627
515,5554,BV2,167866.41189307,465394.20761197,PARAGEM COM ABRIGO C, , ,D:\SIG\FOTOS\BV  2.TIF,RUA EDUARDO CASTRO GANDRA,GONDOMAR,S. PEDRO DA COVA,C11,BELA VISTA,Bela Vista,,,,,,-8.515981745274399,41.15706540235278
516,5555,BVLH1,159197.204817,466614.61153938,postalete, ,1,D:\SIG\FOTOS\BVLH1.TIF,RUA S DINIS,PORTO,PARANHOS,C1,BICA VELHA,Bica Velha,10011300138,RSDIN0,10,00138,0113,-8.619343066719754,41.16766322343421
517,5556,BVLH2,159089.90500209,466633.25000107,postalete, ,1,D:\SIG\FOTOS\BVLH2.TIF,TRAVESSA BICA VELHA,PORTO,PARANHOS,C1,BICA VELHA,Bica Velha,10011300012,TBVEL0,10,00012,0113,-8.620622815154722,41.167825616488464
518,5557,BVLH3,159082.31346372,466592.87416199,postalete, ,1,D:\SIG\FOTOS\BVLH3.TIF,RUA S DINIS,PORTO,PARANHOS,C1,BICA VELHA,Bica Velha,10011300139,RSDIN0,10,00139,0113,-8.620710567636026,41.16746169140102
519,5558,FVLH2,161919.11000118,465482.43999829,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BVT 2.TIF,RUA S.ROQUE DA LAMEIRA,PORTO,CAMPANHÃ,C1,FONTE VELHA,Fonte Velha,03011300098,RSRLA0,03,00098,0113,-8.586840352428647,41.15760199462635
520,5559,BZ1,164195.9489757,468235.13028494,postalete, , ,D:\SIG\FOTOS\BZ  1.TIF,RUA ESTRADA NOVA,GONDOMAR,RIO TINTO,C9,BAZAR,Bazar,,,,,,-8.559876486661473,41.18249111585981
521,5560,BZ2,164175.48796512,468230.11677001,com painel abrigo, , ,D:\SIG\FOTOS\BZ  2.TIF,RUA ESTRADA NOVA,GONDOMAR,RIO TINTO,C9,BAZAR,Bazar,,,,,,-8.560120048037332,41.182445069094285
522,5561,C24A2,160993.25391174,464489.79917037,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\C24A2.TIF,RUA BONFIM,PORTO,BONFIM,C1,CAMPO 24 DE AGOSTO,Campo 24 de Agosto,02011300020,RBONF0,02,00020,0113,-8.597807110661595,41.1486201467695
523,5562,C24A5,161010.2314953,464522.39357214,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\C24A5.TIF,RUA BONFIM,PORTO,BONFIM,C1,CAMPO 24 DE AGOSTO,Campo 24 de Agosto,02011300021,RBONF0,02,00021,0113,-8.597606956124842,41.14891444503977
524,5563,C301,167967.0050015,465221.68000371,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\C30 1.TIF,RUA EDUARDO CASTRO GANDRA,GONDOMAR,S. PEDRO DA COVA,C11,CURVA DO 30,Curva do 30,,,,,,-8.51477426512602,41.15551593956445
525,5564,C302,167986.13501168,465208.75000033,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\C30 2.TIF,RUA EDUARDO CASTRO GANDRA,GONDOMAR,S. PEDRO DA COVA,C11,CURVA DO 30,Curva do 30,,,,,,-8.514545685376984,41.155400273563906
526,5565,C61,153354.71050694,469545.62880181,com painel abrigo, , ,D:\SIG\FOTOS\C6  1.TIF,AVENIDA DR. ANTUNES GUIMARAES,MATOSINHOS,LEÇA DA PALMEIRA,C4,CAIS 6,Cais 6,,,,,,-8.68918119736487,41.1937369854752
527,5566,SMJT1,159864.29048988,462708.84042102,postalete, , ,D:\SIG\FOTOS\CAB 1.TIF,RUA CANDIDO DOS REIS,VILA NOVA DE GAIA,VILA NOVA DE GAIA (SANTA MARINHA),S8,STA. MARINHA,Sta. Marinha,,,,,,-8.61113811573481,41.13252917637273
528,5567,CAL1,157201.42655175,470799.52655178,postalete, , ,D:\SIG\FOTOS\CAL 1.TIF,RUA ANTONIO JOSE DE ALMEIDA,MATOSINHOS,CUSTÓIAS,C5,CAL,Cal,,,,,,-8.643416470216218,41.20524025157026
529,5568,CAL2,157231.6651182,470776.75357421,postalete, , ,D:\SIG\FOTOS\CAL 2.TIF,RUA ANTONIO JOSE DE ALMEIDA,MATOSINHOS,CUSTÓIAS,C5,CAL,Cal,,,,,,-8.6430543669586,41.20503681341845
530,5569,CRG1,162934.93463978,471256.8691015,PARAGEM COM ABRIGO C, , ,D:\SIG\FOTOS\CALV1.TIF,RUA DO MOSTEIRO,MAIA,ÁGUAS SANTAS,C9,CORGA,Corga,,,,,,-8.575088750395668,41.209641938466795
531,5570,CRG2,162943.86271949,471264.35433329,PARAGEM COM ABRIGO C, , ,D:\SIG\FOTOS\CALV2.TIF,RUA DO MOSTEIRO,MAIA,ÁGUAS SANTAS,C9,CORGA,Corga,,,,,,-8.574982756900255,41.20970974401505
532,5571,CAM1,159677.49916614,467473.80332745,PARAGEM SEM ABRIGO, ,1,D:\SIG\FOTOS\CAM 1.TIF,RUA AMIAL,PORTO,PARANHOS,C6,CARLOS AMARANTE,Carlos Amarante,10011300051,RAMIA0,10,00051,0113,-8.613676920006505,41.17542344559392
533,5572,CAM3,159663.3422994,467476.76025673,PARAGEM SEM ABRIGO, ,1,D:\SIG\FOTOS\CAM 3.TIF,RUA AMIAL,PORTO,PARANHOS,C6,CARLOS AMARANTE,Carlos Amarante,10011300052,RAMIA0,10,00052,0113,-8.613845818009262,41.17544936310042
534,5573,GENT3,160178.14398795,462859.21419163,com painel abrigo, , ,D:\SIG\FOTOS\CAMS2.TIF,AVENIDA REPUBLICA,VILA NOVA DE GAIA,VILA NOVA DE GAIA (SANTA MARINHA),S8,GENERAL TORRES,General Torres,,,,,,-8.607410262032051,41.1338986459116
535,5574,CARR1,155902.76989501,468688.48830507,postalete, , ,D:\SIG\FOTOS\CARR1.TIF,AVENIDA ANTONIO DOMINGUES DOS,MATOSINHOS,SENHORA DA HORA,C3,CARRIÇAL,Carriçal,,,,,,-8.658746609420994,41.186162813413404
536,5575,CARR2,155965.2371433,468705.85592958,postalete, , ,D:\SIG\FOTOS\CARR2.TIF,AVENIDA ANTONIO DOMINGUES DOS,MATOSINHOS,SENHORA DA HORA,C3,CARRIÇAL,Carriçal,,,,,,-8.6580033426559,41.18632260238634
537,5576,CART,157295.22916887,465322.87761396,com painel abrigo, , ,D:\SIG\FOTOS\CART.TIF,RUA ANTONIO CARDOSO,PORTO,LORDELO DO OURO,C1,CASA ARTES,Casa Artes,06011300014,RACAR0,06,00014,0113,-8.641915266109072,41.15593427087108
538,5577,CAZ,161069.85881481,465682.72192399,com painel abrigo, , ,D:\SIG\FOTOS\CAZ.TIF,RUA NOVA DE S. CRISPIM,PORTO,BONFIM,C1,COUTINHO AZEVEDO,Coutinho Azevedo,02011300022,RNSCR0,02,00022,0113,-8.596970599604655,41.15936489773567
539,5578,CB1,165905.76156102,466147.61359427,PARAGEM COM ABRIGO C, , ,D:\SIG\FOTOS\CB  1.TIF,AVENIDA CARVALHA,GONDOMAR,FÂNZERES,C8,CARVALHA DE BAIXO,Carvalha de Baixo,,,,,,-8.539382155956035,41.16376892286739
540,5579,CB2,165910.37896579,466157.96219877,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\CB  2.TIF,AVENIDA CARVALHA,GONDOMAR,FÂNZERES,C8,CARVALHA DE BAIXO,Carvalha de Baixo,,,,,,-8.5393277187858,41.16386229624461
541,5580,CBD1,166505.12916349,472765.82811872,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\CBD 1.TIF,RUA SAO VICENTE,VALONGO,ALFENA,N16,CABEDA,Cabeda,,,,,,-8.532604600531283,41.22338429009618
542,5581,CBD2,166520.43332978,472814.43750629,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\CBD 2.TIF,RUA SAO VICENTE,VALONGO,ALFENA,N16,CABEDA,Cabeda,,,,,,-8.532424767832536,41.223822601477984
543,5582,CBMN,151352.04886224,472528.63848274,com painel abrigo, , , ,RUA ALMEIRIGA NORTE,MATOSINHOS,PERAFITA,C4,CABO MUNDO,Cabo Mundo,,,,,,-8.713290585740046,41.22047701352737
544,5583,CBMN2,151368.86325715,472534.78806203,postalete, , , ,RUA ALMEIRIGA NORTE,MATOSINHOS,PERAFITA,C4,CABO MUNDO,Cabo Mundo,,,,,,-8.713090571244061,41.22053339604624
545,5584,CBN1,159583.53064498,472790.06344962,PARAGEM SEM ABRIGO,276, ,D:\SIG\FOTOS\CBN 1.TIF,RUA AUGUSTO SIMOES,MAIA,MAIA,C5,COMBONIANOS,Combonianos,,,,,,-8.615148555400916,41.22328589378257
546,5585,CBN2,159577.87832192,472752.49951653,PARAGEM SEM ABRIGO,239, ,D:\SIG\FOTOS\CBN 2.TIF,RUA AUGUSTO SIMOES,MAIA,MAIA,C5,COMBONIANOS,Combonianos,,,,,,-8.615213472601631,41.222947388526464
547,5586,CCB1,157946.32582631,463430.27000094,com painel abrigo, , ,D:\SIG\FOTOS\CCB 1.TIF,RUA CAMILO C  BRANCO,VILA NOVA DE GAIA,VILA NOVA DE GAIA (SANTA MARINHA),S8,CAMILO C. BRANCO,Camilo C. Branco,,,,,,-8.63402853627798,41.13892751420793
548,5587,CCB2,157970.10612148,463380.85094547,postalete, , ,D:\SIG\FOTOS\CCB 2.TIF,RUA CAMILO C  BRANCO,VILA NOVA DE GAIA,VILA NOVA DE GAIA (SANTA MARINHA),S8,CAMILO C. BRANCO,Camilo C. Branco,,,,,,-8.633741915562137,41.13848378248756
549,5588,CCBR,161462.62157264,466666.10242069,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\CCBR.TIF,RUA LUIS WOODHOUSE,PORTO,PARANHOS,C1,COSTA CABRAL,Costa Cabral,10011300124,RLWOO0,10,00124,0113,-8.59235334005887,41.16823804891069
550,5589,CCC1,160358.7508151,460740.94665493,postalete, , ,D:\SIG\FOTOS\CCC 1.TIF,RUA CLUBE DOS CACADORES,VILA NOVA DE GAIA,MAFAMUDE,S8,CLUBE CAÇADORES,Clube Caçadores,,,,,,-8.605122048360318,41.11483455472493
551,5590,CCC2,160403.67869587,460760.80706952,postalete, , ,D:\SIG\FOTOS\CCC 2.TIF,RUA CONCEICAO FERNANDES,VILA NOVA DE GAIA,MAFAMUDE,S8,CLUBE CAÇADORES,Clube Caçadores,,,,,,-8.604588433286676,41.115015576253654
552,5591,CCL,156451.48067914,462598.73854051,postalete, , ,D:\SIG\FOTOS\CCL.TIF,RUA BELGICA,VILA NOVA DE GAIA,CANIDELO,S1,CANCELINHAS,Cancelinhas,,,,,,-8.651772924239346,41.131361334999504
553,5592,CNTM,162539.16087686,466341.34036241,com painel abrigo, , ,D:\SIG\FOTOS\CCM.TIF, ,PORTO,CAMPANHÃ,C6,CONTUMIL (METRO),Contumil (Metro),03011300052,RCCME0,03,00052,0113,-8.579506064411024,41.16536446972346
554,5593,CDF1,159246.96655159,465217.62518207,postalete, ,1,D:\SIG\FOTOS\CDF 1.TIF,RUA ALVARES CABRAL,PORTO,CEDOFEITA,C1,CEDOFEITA,Cedofeita,04011300011,RACAB0,04,00011,0113,-8.618657000646188,41.155087359887375
555,5594,CDF2,159225.19928873,465155.21999813,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\CDF 2.TIF,RUA CEDOFEITA,PORTO,CEDOFEITA,C1,CEDOFEITA,Cedofeita,04011300012,RCEDO0,04,00012,0113,-8.618912151063167,41.15452436933016
556,5595,CDFT1,157485.63632515,458415.3511077,postalete,1712 E, ,D:\SIG\FOTOS\CDFT1.TIF,RUA JOSE M  C  PORTUGAL,VILA NOVA DE GAIA,VALADARES,S2,CEDOFEITA,Cedofeita,,,,,,-8.639167060797671,41.09374909290352
557,5596,CDFT2,157504.0795533,458404.85837764,postalete,1750, ,D:\SIG\FOTOS\CDFT2.TIF,RUA JOSE M  C  PORTUGAL,VILA NOVA DE GAIA,VALADARES,S2,CEDOFEITA,Cedofeita,,,,,,-8.638946823824835,41.09365558375913
558,5597,CDL2,158211.97937,462833.89813028,abrigo, , ,D:\SIG\FOTOS\CDLI2.TIF,RUA VERA CRUZ,VILA NOVA DE GAIA,VILA NOVA DE GAIA (SANTA MARINHA),S8,CANDAL,Candal,,,,,,-8.630823843112243,41.13357156661602
559,5598,DNAP3,154152.69923074,467927.46005519,postalete, , ,D:\SIG\FOTOS\DNAP3.TIF,AVENIDA VILLAGARCIA DE AROSA,MATOSINHOS,MATOSINHOS,C3,D. NUNO A. PEREIRA,D. Nuno A. Pereira,,,,,,-8.679547712522671,41.179213125928875
560,5599,DNAP4,154191.60999972,467904.15499635,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\DNAP4.TIF,AVENIDA VILLAGARCIA DE AROSA,MATOSINHOS,MATOSINHOS,C3,D. NUNO A. PEREIRA,D. Nuno A. Pereira,,,,,,-8.67908225530384,41.179005501129936
561,5600,LVR1,159552.54043186,472989.41720432,PARAGEM SEM ABRIGO,478, ,D:\SIG\FOTOS\DNC 1.TIF,RUA AUGUSTO SIMOES,MAIA,MAIA,C5,LAVRADOR,Lavrador,,,,,,-8.61553134744978,41.22507929804925
562,5601,LVR2,159529.87107774,472990.66846839,PARAGEM COM ABRIGO J,21, ,D:\SIG\FOTOS\DNC 2.TIF,RUA AUGUSTO SIMOES,MAIA,MAIA,C5,LAVRADOR,Lavrador,,,,,,-8.615801779782366,41.22508942515112
563,5602,LVR3,159540.31071804,473100.47371628,postalete, , ,D:\SIG\FOTOS\DNC 3.TIF,RUA SÃO ROMÃO,MAIA,MAIA,C5,LAVRADOR,Lavrador,,,,,,-8.615684566197753,41.22607862489316
564,5603,DPA1,164350.90791436,468707.19798848,postalete, , ,D:\SIG\FOTOS\DPA 1.TIF,RUA MEDANCELHE,GONDOMAR,RIO TINTO,C9,DR.PORFÍRIO ANDRADE,Dr. PorfÍrio Andrade,,,,,,-8.558057242171605,41.18674844321545
565,5604,DPA2,164320.5458397,468794.6900111,com painel abrigo, , ,D:\SIG\FOTOS\DPA 2.TIF,RUA MEDANCELHE,GONDOMAR,RIO TINTO,C9,DR.PORFÍRIO ANDRADE,Dr. PorfÍrio Andrade,,,,,,-8.558424236869689,41.18753488150936
566,5605,DPCH1,166279.53893363,470944.5509426,com painel abrigo, , ,D:\SIG\FOTOS\DPCH1.TIF,ENG. DUARTE PACHECO,VALONGO,ERMESINDE,C9,DUARTE PACHECO,Duarte Pacheco,,,,,,-8.535193945151754,41.20697618104202
567,5606,DPCH2,166292.29581777,470934.04295692,com painel abrigo, , ,D:\SIG\FOTOS\DPCH2.TIF,ENG. DUARTE PACHECO,VALONGO,ERMESINDE,C9,DUARTE PACHECO,Duarte Pacheco,,,,,,-8.535041269052487,41.206882099726045
568,5607,DPV2,158409.33488371,464790.22777016,postalete, , ,D:\SIG\FOTOS\DPV 2.TIF,RUA VILAR,PORTO,MASSARELOS,C1,D.PEDRO V,D. Pedro V,07011300006,RVILA0,07,00006,0113,-8.62860658647632,41.151196449979004
569,5608,DRB1,160697.02416949,469022.41160568,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\DRB 1.TIF,RUA PADRE COSTA,MATOSINHOS,S. MAMEDE DE INFESTA,C5,DR. BARROS,Dr. Barros,,,,,,-8.60162720044763,41.18941726588205
570,5609,DRB2,160675.4814595,469016.46553016,postalete,816, ,D:\SIG\FOTOS\DRB 2.TIF,RUA PADRE COSTA,MATOSINHOS,S. MAMEDE DE INFESTA,C5,DR.BARROS,Dr. Barros,,,,,,-8.601883589240071,41.18936267904616
571,5610,DT2,160914.38380536,464180.58283881,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\DT  2.TIF,AVENIDA RODRIGUES FREITAS,PORTO,BONFIM,C1,DUQUE TERCEIRA,Duque Terceira,02011300027,ARFRE0,02,00027,0113,-8.598726825186715,41.145832156877596
572,5611,DV2,159275.6998242,461970.27905062,postalete, , ,D:\SIG\FOTOS\DV  2.TIF,RUA VISCONDE DAS DEVESAS,VILA NOVA DE GAIA,VILA NOVA DE GAIA (SANTA MARINHA),S8,DEVESAS,Devesas,,,,,,-8.618098401946803,41.125849762218735
573,5612,DVE1,159133.18412069,462322.21815948,com painel abrigo, , ,D:\SIG\FOTOS\DVE 1.TIF,RUA VISCONDE DAS DEVESAS,VILA NOVA DE GAIA,VILA NOVA DE GAIA (SANTA MARINHA),S8,DEVESAS (ESTAÇÃO),Devesas (Estação),,,,,,-8.619818951272538,41.1290114425322
574,5613,DVE2,159083.29151982,462350.85825074,abrigo, , ,D:\SIG\FOTOS\DVE 2.TIF,RUA BARAO DO CORVO,VILA NOVA DE GAIA,VILA NOVA DE GAIA (SANTA MARINHA),S8,DEVESAS (ESTAÇÃO),Devesas (Estação),,,,,,-8.620415001606727,41.12926679765031
575,5614,EALX,156832.83994361,464812.65700988,postalete, , ,D:\SIG\FOTOS\EALX.TIF,RUA ARNALDO LEITE,PORTO,LORDELO DO OURO,C2,ESCOLA ALEIXO,Escola Aleixo,06011300022,RALEI1,06,00022,0113,-8.647387726899105,41.151315737101136
576,5615,EC,158289.57244469,463179.94772553,abrigo, , ,D:\SIG\FOTOS\EC.TIF,ALAMEDA EMPRESA,VILA NOVA DE GAIA,VILA NOVA DE GAIA (SANTA MARINHA),S8,ELECTROCERÂMICA,Electrocerâmica,,,,,,-8.62992338601379,41.13669139511922
577,5616,ECC1,166501.79718394,468146.23350877,com painel abrigo, , ,D:\SIG\FOTOS\ECC 1.TIF,RUA D. JOAO DE CASTRO,GONDOMAR,BAGUIM DO MONTE,C8,ENTRE CANCELAS,Entre Cancelas,,,,,,-8.532390253048796,41.181789396938164
578,5617,ECC2,166493.62789178,468156.89306304,com painel abrigo, , ,D:\SIG\FOTOS\ECC 2.TIF,RUA D. JOAO DE CASTRO,GONDOMAR,BAGUIM DO MONTE,C8,ENTRE CANCELAS,Entre Cancelas,,,,,,-8.532488200423971,41.18188503786504
579,5618,SRHE3,156225.08523568,468718.71406763,postalete, , ,D:\SIG\FOTOS\ECP 1.TIF,AVENIDA ANTONIO DOMINGUES DOS,MATOSINHOS,SENHORA DA HORA,C2,SRA.HORA (METRO),Sra. Hora (Metro),,,,,,-8.654907238922524,41.18645252714172
580,5619,SRHR,156218.94168393,468731.25940233,postalete, , ,D:\SIG\FOTOS\ECP 2.TIF,AVENIDA ANTONIO DOMINGUES DOS,MATOSINHOS,SENHORA DA HORA,C2,SRA. HORA,Sra. Hora,,,,,,-8.65498136060466,41.18656514910143
581,5620,EDM1,167413.04833314,469176.9650064,com painel abrigo, , ,D:\SIG\FOTOS\EDM 1.TIF,RUA VASCO DA GAMA,GONDOMAR,BAGUIM DO MONTE,C8,ESTR. D. MIGUEL,Estr. D. Miguel,,,,,,-8.521585047580258,41.19110733791976
582,5621,EDM2,167389.39054632,469185.26688961,com painel abrigo, , ,D:\SIG\FOTOS\EDM 2.TIF,RUA VASCO DA GAMA,GONDOMAR,BAGUIM DO MONTE,C8,ESTR. D. MIGUEL,Estr. D. Miguel,,,,,,-8.52186748605104,41.19118113422906
583,5622,EDP1,162366.22713011,464063.83536388,PARAGEM SEM ABRIGO, ,1,D:\SIG\FOTOS\EDP 1.TIF,RUA FREIXO,PORTO,CAMPANHÃ,C1,EDP,EDP,03011300074,RFREI0,03,00074,0113,-8.581426269787723,41.14484978103491
584,5623,EDP2,162366.04550622,464076.77843025,PARAGEM SEM ABRIGO, ,1,D:\SIG\FOTOS\EDP 2.TIF,RUA FREIXO,PORTO,CAMPANHÃ,C1,EDP,EDP,03011300075,RFREI0,03,00075,0113,-8.581429229699207,41.14496631162104
585,5624,EIR3,161461.60715558,464884.53089857,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\EIR 3.TIF,RUA BONFIM,PORTO,BONFIM,C1,EIRINHAS,Eirinhas,02011300028,RBONF0,02,00028,0113,-8.592253075308378,41.1521967595572
586,5625,ELV1,155305.03383254,462626.92531488,com painel abrigo,311, ,D:\SIG\FOTOS\ELV 1.TIF,RUA BELGICA,VILA NOVA DE GAIA,CANIDELO,S1,ESTAMPARIA LAVADORES,Estamparia Lavadores,,,,,,-8.665427517204149,41.13155256068074
587,5626,ELV2,155303.1728385,462614.40752697,postalete,302, ,D:\SIG\FOTOS\ELV 2.TIF,RUA BELGICA,VILA NOVA DE GAIA,CANIDELO,S1,ESTAMPARIA LAVADORES,Estamparia Lavadores,,,,,,-8.665448764706223,41.13143974863126
588,5627,QBV1,157849.16700373,461213.3265207,com painel abrigo, , ,D:\SIG\FOTOS\EM  1.TIF,RUA DOMINGOS DE MATOS,VILA NOVA DE GAIA,VILA NOVA DE GAIA (SANTA MARINHA),S2,QUINTA BELA VISTA,Quinta Bela Vista,,,,,,-8.635032944169348,41.118961132070886
589,5628,QBV2,157866.29294306,461205.69628758,com painel abrigo, , ,D:\SIG\FOTOS\EM  2.TIF,RUA DOMINGOS DE MATOS,VILA NOVA DE GAIA,VILA NOVA DE GAIA (SANTA MARINHA),S2,QUINTA BELA VISTA,Quinta Bela Vista,,,,,,-8.63482851084787,41.11889332137883
590,5629,EMZ1,161292.29612296,459948.7840819,abrigo, , ,D:\SIG\FOTOS\EMZ 1.TIF,RUA CONCEICAO FERNANDES,VILA NOVA DE GAIA,MAFAMUDE,S9,EGAS MONIZ,Egas Moniz,,,,,,-8.593957325560343,41.107747015152526
591,5630,EMZ2,161287.99896121,459975.68253871,com painel abrigo, , ,D:\SIG\FOTOS\EMZ 2.TIF,RUA CONCEICAO FERNANDES,VILA NOVA DE GAIA,OLIVEIRA DO DOURO,S9,EGAS MONIZ,Egas Moniz,,,,,,-8.594010183073188,41.107989005108664
592,5631,ENV,163494.95843719,468082.50301267,postalete, , ,D:\SIG\FOTOS\ENV.TIF,RUA ESTRADA NOVA,GONDOMAR,RIO TINTO,C9,ESTRADA NOVA,Estrada Nova,,,,,,-8.568221811180294,41.181085553583074
593,5632,ENV2,163489.11553893,468093.5834343,postalete, , ,D:\SIG\FOTOS\ENV 2.TIF,RUA ESTRADA NOVA,GONDOMAR,RIO TINTO,C9,ESTRADA NOVA,Estrada Nova,,,,,,-8.56829210782991,41.181185057660336
594,5633,ENX1,161829.22721852,467919.78513794,com painel abrigo, ,1,D:\SIG\FOTOS\ENX 1.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,PORTO,PARANHOS,C6,ENXURREIRAS,Enxurreiras,10011300021,ECIRC0,10,00021,0113,-8.588063372359558,41.17954355477398
595,5634,ENX2,161788.07694444,467952.49103034,postalete, ,1,D:\SIG\FOTOS\ENX 2.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,MAIA,PEDROUÇOS,C6,ENXURREIRAS,Enxurreiras,,,,,,-8.588555822861903,41.179836094313764
596,5635,ENX3,161786.8266526,468019.16833461,postalete, , ,D:\SIG\FOTOS\ENX 3.TIF,TRAVESSA DAS ENXUREIRAS,MAIA,PEDROUÇOS,C9,ENXURREIRAS,Enxurreiras,,,,,,-8.588574890794343,41.18043639470604
597,5636,EBSR1,160908.37139816,460305.58569742,com painel abrigo, , ,D:\SIG\FOTOS\EPSR1.TIF,RUA CONCEICAO FERNANDEZ,VILA NOVA DE GAIA,MAFAMUDE,S8,ESC. EB 2/3 S REIS,Esc. Eb 2/3 S Reis,,,,,,-8.598550564961437,41.11094124779068
598,5637,EBSR2,160938.20997107,460273.60092097,com painel abrigo, , ,D:\SIG\FOTOS\EPSR2.TIF,RUA CONCEICAO FERNANDEZ,VILA NOVA DE GAIA,MAFAMUDE,S8,ESC. EB 2/3 S REIS,Esc. Eb 2/3 S Reis,,,,,,-8.598193291330627,41.11065469380912
