,objectid,codigo,coord_x,coord_y,tipo,n_policia,observacao,fotos,morada,concelho,freguesia,zonam_and,descricao,name,cod_gis,cod_topo,cod_freg,n_ordem,cod_sgr,x,y
317,5356,CPOV1,154650.27780849,472300.5577548,postalete, , ,D:\SIG\FOTOS\CPOV1.TIF,RUA SAO BRAS,MATOSINHOS,SANTA CRUZ DO BISPO,C4,CASA DO POVO,Casa do Povo,,,,,,-8.673943104338981,41.21861559122432
318,5357,CPOV2,154651.26297738,472286.42255963,postalete, , ,D:\SIG\FOTOS\CPOV2.TIF,RUA SAO BRAS,MATOSINHOS,SANTA CRUZ DO BISPO,C4,CASA DO POVO,Casa do Povo,,,,,,-8.67393030427409,41.21848837630103
319,5358,CPSF1,159290.92648189,467451.9746939,postalete,71, ,D:\SIG\FOTOS\CPSF1.TIF,RUA ENG CARLOS AMARANTE,PORTO,PARANHOS,C2,CAPELA SRA.FÁTIMA,Capela Sra. Fátima,10011300113,RECAM0,10,00113,0113,-8.618282116119644,41.17520750553963
320,5359,CPSF2,159240.65827544,467428.55517625,postalete,419, ,D:\SIG\FOTOS\CPSF2.TIF,RUA ENG CARLOS AMARANTE,PORTO,PARANHOS,C2,CAPELA SRA.FÁTIMA,Capela Sra. Fátima,10011300114,RECAM0,10,00114,0113,-8.618879580476595,41.17499410250768
321,5360,CMPT1,155587.2382241,464954.34796414,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\CPTL1.TIF,RUA GOMES EANES AZURARA,PORTO,LORDELO DO OURO,C2,CAMPO PASTELEIRA,Campo Pasteleira,05011300004,RGEAZ0,05,00004,0113,-8.662235860524934,41.15252397202766
322,5361,CMPT2,155620.01820292,464992.74748308,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\CPTL2.TIF,RUA BARTOLOMEU VELHO,PORTO,FOZ DO DOURO,C2,CAMPO PASTELEIRA,Campo Pasteleira,05011300005,RBVEL0,05,00005,0113,-8.661848159157612,41.15287151743421
323,5362,CPTO,163306.5079592,465719.09033721,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\CPTO.TIF,RUA SANTA MARTA DE PENAGUIAO,PORTO,CAMPANHÃ,C6,CERCO DO PORTO,Cerco do Porto,03011300097,RSMPE0,03,00097,0113,-8.570325821308996,41.15979689478237
324,5363,CPU1,159308.22030838,468232.52169511,com painel abrigo, ,1,D:\SIG\FOTOS\CPU 1.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,PORTO,PARANHOS,C2,CAPUCHINHOS,Capuchinhos,10011300018,ECIRC0,10,00018,0113,-8.618128010871644,41.18223635363846
325,5364,CPU2,159332.66497738,468290.80494076,com painel abrigo,9212,1,D:\SIG\FOTOS\CPU 2.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,PORTO,PARANHOS,C2,CAPUCHINHOS,Capuchinhos,10011300019,ECIRC0,10,00019,0113,-8.617840561280742,41.18276236212516
326,5365,ICPU1,166508.650958,464163.76831556,PARAGEM COM ABRIGO C, , ,D:\SIG\FOTOS\CPUS1.TIF,AVENIDA GENERAL HUMBERTO DELGA,GONDOMAR,GONDOMAR (S. COSME),C8,IGREJA CAPUCHINHOS,Igreja Capuchinhos,,,,,,-8.532090027433693,41.14593145889739
327,5366,ICPU2,166533.37380652,464225.83380066,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\CPUS2.TIF,AVENIDA GENERAL HUMBERTO DELGA,GONDOMAR,GONDOMAR (S. COSME),C8,IGREJA CAPUCHINHOS,Igreja Capuchinhos,,,,,,-8.53179894148648,41.14649132161436
328,5367,CQ3,153519.91588468,466629.01654714,com painel abrigo, ,1,D:\SIG\FOTOS\CQ  3.TIF,AVENIDA BOAVISTA,PORTO,NEVOGILDE,C2,CASTELO DO QUEIJO,Castelo do Queijo,09011300001,ABOAV0,09,00001,0113,-8.686989908948647,41.16748605779837
329,5368,CQ5,153451.79093488,466718.16216167,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\CQ  5.TIF,PRACA GONCALVES ZARCO,PORTO,NEVOGILDE,C2,CASTELO DO QUEIJO,Castelo do Queijo,09011300021,PGZAR0,09,00021,0113,-8.687808415446451,41.16828478195097
330,5369,CQ8,153301.50524678,466664.33682374,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\CQP.TIF,PRACA GONCALVES ZARCO,PORTO,NEVOGILDE,C2,CASTELO DO QUEIJO,Castelo do Queijo,09011300022,PGZAR0,09,00022,0113,-8.68959498643757,41.167791474233
331,5370,CQ9,153310.26214328,466633.1049984,com painel abrigo, ,1,D:\SIG\FOTOS\CQP 1.TIF,PRACA GONCALVES ZARCO,PORTO,NEVOGILDE,C2,CASTELO DO QUEIJO,Castelo do Queijo,09011300023,PGZAR0,09,00023,0113,-8.68948825994506,41.167510776502276
332,5371,CQ10,153335.39517431,466606.66877554,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\CQP 2.TIF,PRACA GONCALVES ZARCO,PORTO,NEVOGILDE,C2,CASTELO DO QUEIJO,Castelo do Queijo,09011300024,PGZAR0,09,00024,0113,-8.689186778000893,41.1672742035282
333,5372,GSUL1,158070.16773796,471153.54316282,postalete, , ,D:\SIG\FOTOS\FRB 1.TIF,RUA GONDIVAI,MATOSINHOS,LEÇA DO BALIO,C5,GONDIVAI (SUL),Gondivai (Sul),,,,,,-8.633083562636125,41.20847348136827
334,5373,GSUL2,158056.58369645,471103.02789604,com painel abrigo, , ,D:\SIG\FOTOS\FRB 2.TIF,RUA GONDIVAI,MATOSINHOS,LEÇA DO BALIO,C5,GONDIVAI (SUL),Gondivai (Sul),,,,,,-8.633242048131926,41.20801794033284
335,5374,FRCL1,156085.08546134,456961.06050056,postalete, , ,D:\SIG\FOTOS\FRCL1.TIF,AVENIDA GAGO COUTINHO,VILA NOVA DE GAIA,GULPILHARES,S2,FRANCELOS-PRAIA,Francelos - Praia,,,,,,-8.655732021690286,41.080579927662306
336,5375,FRCL2,156098.95856206,456969.99182867,postalete,295, ,D:\SIG\FOTOS\FRCL2.TIF,AVENIDA GAGO COUTINHO,VILA NOVA DE GAIA,GULPILHARES,S2,FRANCELOS-PRAIA,Francelos - Praia,,,,,,-8.655567578944073,41.08066109685786
337,5376,FRGO,157042.98920624,459332.61038151,postalete, , ,D:\SIG\FOTOS\FRGO.TIF,RUA MANUEL LOPES FORTUNA,VILA NOVA DE GAIA,MADALENA,S2,FORMIGUEIRO,Formigueiro,,,,,,-8.644499677339446,41.10198477064801
338,5377,FRN1,162692.46499421,469559.0549944,PARAGEM COM ABRIGO C, ,1,D:\SIG\FOTOS\FRN 1.TIF,RUA D. AFONSO HENRIQUES,GONDOMAR,RIO TINTO,C9,FORNO,Forno,,,,,,-8.577875895196994,41.19434375792209
339,5378,FRN2,162699.44569201,469593.05869417,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\FRN 2.TIF,RUA D. AFONSO HENRIQUES,MAIA,PEDROUÇOS,C9,FORNO,Forno,,,,,,-8.577794761542897,41.19465024780119
340,5379,TVBO1,162846.23095323,469585.91095612,postalete, , ,D:\SIG\FOTOS\FRN 3.TIF,RUA RESTAURACAO,GONDOMAR,RIO TINTO,C9,TV.BRÁS OLEIRO,Tv. Brás Oleiro,,,,,,-8.576044621596969,41.194592648118096
341,5380,TVBO2,162834.70231817,469599.48121722,com painel abrigo, , ,D:\SIG\FOTOS\FRN 4.TIF,RUA RESTAURACAO,GONDOMAR,RIO TINTO,C9,TV.BRÁS OLEIRO,Tv. Brás Oleiro,,,,,,-8.576182871445619,41.19471430380338
342,5381,FRNS1,161542.39619371,463559.41521981,com painel abrigo, ,1,D:\SIG\FOTOS\FRNS1.TIF,AVENIDA PAIVA COUCEIRO,PORTO,BONFIM,C1,FORNOS,Fornos,02011300016,APCOU0,02,00016,0113,-8.5912072682623,41.14026924724037
343,5382,FRNS2,161544.54072459,463546.7702554,com painel abrigo, ,1,D:\SIG\FOTOS\FRNS2.TIF,AVENIDA PAIVA COUCEIRO,PORTO,BONFIM,C1,FORNOS,Fornos,02011300017,APCOU0,02,00017,0113,-8.591180930097064,41.14015549411216
344,5383,FRR1,165511.16380145,467554.87572848,com painel abrigo, , ,D:\SIG\FOTOS\FRR 1.TIF,RUA NOSSA SR AMPARO,GONDOMAR,RIO TINTO,C8,FERRARIA,Ferraria,,,,,,-8.544163194020753,41.176423214912596
345,5384,FRR2,165525.5758987,467589.62325188,com painel abrigo, , ,D:\SIG\FOTOS\FRR 2.TIF,RUA NOSSA SR AMPARO,GONDOMAR,RIO TINTO,C8,FERRARIA,Ferraria,,,,,,-8.543993407327477,41.17673669605673
346,5385,FRX2,162532.78411177,464250.76844573,com painel abrigo, ,1,D:\SIG\FOTOS\FRX 2.TIF,VIA RAPIDA,PORTO,CAMPANHÃ,C6,FREIXO,Freixo,03011300115,VCINT0,03,00115,0113,-8.57945383836621,41.14654065565735
347,5386,FRX3,162629.02319031,464215.70795023,PARAGEM SEM ABRIGO, ,1,D:\SIG\FOTOS\FRX 3.TIF,RUA FREIXO,PORTO,CAMPANHÃ,C6,FREIXO,Freixo,03011300073,RFREI0,03,00073,0113,-8.578305344176702,41.146229419966126
348,5387,FRX4,162517.70238359,464248.28858066,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\FRX 4.TIF,VIA RAPIDA,PORTO,CAMPANHÃ,C6,FREIXO,Freixo,03011300116,VCINT0,03,00116,0113,-8.579633331700919,41.14651762927297
349,5388,FRXI3,154068.70144989,473144.18790541,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\FRXI3.TIF,ESTRADA EN 107,MATOSINHOS,PERAFITA,C4,FREIXIEIRO,Freixieiro,,,,,,-8.68094169682552,41.22617851234874
350,5389,FRXI6,153807.57372524,473145.54218913,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\FRXI6.TIF,RUA 31 DE JANEIRO,MATOSINHOS,PERAFITA,C4,FREIXIEIRO,Freixieiro,,,,,,-8.684055959859219,41.22617577944025
351,5390,FS1,167476.59042228,469765.97395661,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\FS  1.TIF,ENG. DUARTE PACHECO,GONDOMAR,BAGUIM DO MONTE,C10,FLOR DA SERRA,Flor da Serra,,,,,,-8.520859088307912,41.19641333784936
352,5391,FS2,167466.88301659,469785.84423331,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\FS  2.TIF,ENG. DUARTE PACHECO,GONDOMAR,BAGUIM DO MONTE,C10,FLOR DA SERRA,Flor da Serra,,,,,,-8.520975868233034,41.19659185840987
353,5392,FSCA1,152481.88492391,468856.77403914,postalete, , ,D:\SIG\FOTOS\FSCA1.TIF,AVENIDA DR. ANTUNES GUIMARAES,MATOSINHOS,LEÇA DA PALMEIRA,C4,FRESCA,Fresca,,,,,,-8.699531467502867,41.187483851023394
354,5393,FSCA2,152495.82667458,468841.18000158,com painel abrigo, , ,D:\SIG\FOTOS\FSCA2.TIF,AVENIDA DR. ANTUNES GUIMARAES,MATOSINHOS,LEÇA DA PALMEIRA,C4,FRESCA,Fresca,,,,,,-8.699364085796608,41.187344266610275
355,5394,FTC1,162314.61083352,466666.43750077,postalete, , ,D:\SIG\FOTOS\FTC 1.TIF,RUA CONTUMIL,PORTO,CAMPANHÃ,C6,FONTE DE CONTUMIL,Fonte de Contumil,03011300055,RCONT0,03,00055,0113,-8.582201584442263,41.168281210222894
356,5395,FTC2,162279.700936,466679.09406268,com painel abrigo, , ,D:\SIG\FOTOS\FTC 2.TIF,RUA CONTUMIL,PORTO,CAMPANHÃ,C6,FONTE DE CONTUMIL,Fonte de Contumil,03011300056,RCONT0,03,00056,0113,-8.582618330720797,41.168393543116174
357,5396,FTCC3,155781.39588652,469604.94436012,postalete,552, ,D:\SIG\FOTOS\FTCC3.TIF,RUA FONTE DO CUCO,MATOSINHOS,SENHORA DA HORA,C3,FONTE CUCO,Fonte Cuco,,,,,,-8.660259608305589,41.19440774571173
358,5397,FTCC4,155759.35440902,469601.0092894,postalete,533, ,D:\SIG\FOTOS\FTCC4.TIF,RUA FONTE DO CUCO,MATOSINHOS,GUIFÕES,C3,FONTE CUCO,Fonte Cuco,,,,,,-8.660522059459709,41.19437110480778
359,5398,FTM1,155598.71070778,466283.73083667,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\FTM 1.TIF,AVENIDA DR. ANTUNES GUIMARAES,PORTO,RAMALDE,C2,FONTE DA MOURA,Fonte da Moura,11000170113,ADAGU0,11,00017,0113,-8.662195756692634,41.164494157036174
360,5399,FTM2,155561.67867674,466249.6922864,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\FTM 2.TIF,AVENIDA DR. ANTUNES GUIMARAES,PORTO,ALDOAR,C2,FONTE DA MOURA,Fonte da Moura,01011300007,ADAGU0,01,00007,0113,-8.662634502356978,41.16418564242458
361,5400,FTM4,155498.60104691,466204.11710255,abrigo, ,1,D:\SIG\FOTOS\FTM 4.TIF,AVENIDA BOAVISTA,PORTO,ALDOAR,C2,FONTE DA MOURA,Fonte da Moura,01011300003,ABOAV0,01,00003,0113,-8.663382724471667,41.16377181633334
362,5401,FTM5,155469.73030479,466182.37848711,com painel abrigo, ,1,D:\SIG\FOTOS\FTM 5.TIF,AVENIDA BOAVISTA,PORTO,ALDOAR,C2,FONTE DA MOURA,Fonte da Moura,01011300004,ABOAV0,01,00004,0113,-8.663725118954595,41.16357449367052
363,5402,ABVT1,155496.55642928,466099.78220413,com painel abrigo, , ,D:\SIG\FOTOS\FTM 6.TIF,RUA SAGRES,PORTO,ALDOAR,C2,AV. DA BOAVISTA,Av. da Boavista,01011300049,RSAGR0,01,00049,0113,-8.663399486892045,41.16283228953518
364,5403,ABVT2,155496.27138532,466060.91791047,com painel abrigo, , ,D:\SIG\FOTOS\FTM 7.TIF,RUA SAGRES,PORTO,LORDELO DO OURO,C2,AV. DA BOAVISTA,Av. da Boavista,06011300010,RSAGR0,06,00010,0113,-8.66340005236367,41.162482346090236
365,5404,BFTM1,155952.93680066,467006.40232739,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\FTMR1.TIF,RUA LIDADOR,PORTO,ALDOAR,C2,BR. FONTE DA MOURA,Br. Fonte da Moura,01011300032,RLIDA0,01,00032,0113,-8.658027385542365,41.17102037195741
366,5405,BFTM2,155919.80179103,467013.18308705,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\FTMR2.TIF,RUA LIDADOR,PORTO,ALDOAR,C2,BR. FONTE DA MOURA,Br. Fonte da Moura,01011300034,RLIDA0,01,00034,0113,-8.658422704385755,41.17107961571258
367,5406,FTN1,158991.80575113,463330.49711822,postalete, , ,D:\SIG\FOTOS\FTN 1.TIF,RUA REI RAMIRO,VILA NOVA DE GAIA,VILA NOVA DE GAIA (SANTA MARINHA),S8,FONTE NOVA,Fonte Nova,,,,,,-8.62157014170803,41.138082830419705
368,5407,FTN2,158984.51213825,463319.54664299,postalete, , ,D:\SIG\FOTOS\FTN 2.TIF,RUA REI RAMIRO,VILA NOVA DE GAIA,VILA NOVA DE GAIA (SANTA MARINHA),S8,FONTE NOVA,Fonte Nova,,,,,,-8.62165627416477,41.13798386259212
369,5408,FTNH1,160431.47702481,465362.41000152,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\FTNH1.TIF,RUA SANTA CATARINA,PORTO,BONFIM,C1,FONTINHA,Fontinha,02011300018,RSCAT0,02,00018,0113,-8.604555355000592,41.156449832509836
370,5409,FTNH2,160415.94606881,465263.34244086,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\FTNH2.TIF,RUA SANTA CATARINA,PORTO,SANTO ILDEFONSO,C1,FONTINHA,Fontinha,12011300004,RSCAT0,12,00004,0113,-8.60473396085667,41.15555707054178
371,5410,FTS1,156057.4344,462687.0468051,postalete, , ,D:\SIG\FOTOS\FTS 1.TIF,RUA BELGICA,VILA NOVA DE GAIA,CANIDELO,S1,FONTES,Fontes,,,,,,-8.656471796432871,41.132135135042624
372,5411,FTS2,155986.32230629,462659.61353481,postalete,1012, ,D:\SIG\FOTOS\FTS 2.TIF,RUA BELGICA,VILA NOVA DE GAIA,CANIDELO,S1,FONTES,Fontes,,,,,,-8.65731667630143,41.13188425901149
373,5412,FTV1,152632.73833041,468990.07835125,com painel abrigo, , ,D:\SIG\FOTOS\FTV 1.TIF,AVENIDA DR. ANTUNES GUIMARAES,MATOSINHOS,LEÇA DA PALMEIRA,C4,FONTE VILA,Fonte Vila,,,,,,-8.697743842903613,41.18869294768438
374,5413,BH1,168037.86299304,465022.94507699,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BH  1.TIF,RUA EDUARDO CASTRO GANDRA,GONDOMAR,S. PEDRO DA COVA,C11,BELO HORIZONTE,Belo Horizonte,,,,,,-8.513919704534235,41.15372931827822
375,5414,BH2,168048.99795538,465032.3000797,PARAGEM COM ABRIGO C, , ,D:\SIG\FOTOS\BH  2.TIF,RUA EDUARDO CASTRO GANDRA,GONDOMAR,S. PEDRO DA COVA,C11,BELO HORIZONTE,Belo Horizonte,,,,,,-8.513787543220676,41.15381399064792
376,5415,BIC1,157838.22790442,464452.38191701,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\BIC 1.TIF,RUA CAIS DO BICALHO,PORTO,MASSARELOS,C1,BICALHO,Bicalho,07011300003,CBICA0,07,00003,0113,-8.63538645758394,41.148124924819136
377,5416,BIC2,157815.18851813,464446.33037796,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\BIC 2.TIF,RUA CAIS DO BICALHO,PORTO,MASSARELOS,C1,BICALHO,Bicalho,07011300004,CBICA0,07,00004,0113,-8.635660478126878,41.148069235595635
378,5417,BJ1,160461.00385506,466354.36644854,postalete, ,1,D:\SIG\FOTOS\BJ  1.TIF,RUA BOLAMA,PORTO,PARANHOS,C1,BENTO JÚNIOR,Bento Júnior,10011300062,RBOLA0,10,00062,0113,-8.604267781989751,41.16538281785583
379,5418,BL1,161214.80016087,465111.58664778,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BL  1.TIF,RUA BARROS LIMA,PORTO,BONFIM,C1,BARROS LIMA,Barros Lima,02011300005,RBLIM0,02,00005,0113,-8.59520755596643,41.154229369295514
380,5419,BL2,161194.88183006,465208.00000191,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BL  2.TIF,AVENIDA FERNAO MAGALHAES,PORTO,BONFIM,C1,BARROS LIMA,Barros Lima,02011300019,AFMAG0,02,00019,0113,-8.595450961981372,41.15509651894509
381,5420,BLAM3,160224.58820119,464528.60503416,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\BLAB1.TIF,RUA ALEXANDRE BRAGA,PORTO,SANTO ILDEFONSO,C1,BOLHÃO - MERCADO,Bolhão - Mercado,12011300005,RABRA1,12,00005,0113,-8.606965802655479,41.14893212493452
382,5421,BLAM2,160235.8509084,464559.21045682,com painel abrigo, , ,D:\SIG\FOTOS\BLAB2.TIF,RUA ALEXANDRE BRAGA,PORTO,SANTO ILDEFONSO,C1,BOLHÃO - MERCADO,Bolhão - Mercado,12011300006,RABRA1,12,00006,0113,-8.606833633965213,41.14920824992542
383,5422,BLAM1,160248.62681636,464589.41659542,com painel abrigo, , ,D:\SIG\FOTOS\BLAB3.TIF,RUA ALEXANDRE BRAGA,PORTO,SANTO ILDEFONSO,C1,BOLHÃO - MERCADO,Bolhão - Mercado,12011300007,RABRA1,12,00007,0113,-8.60668341309304,41.14948085292699
384,5423,LRD3,156815.12402251,465235.28551661,postalete, , ,D:\SIG\FOTOS\BLC.TIF,RUA ANTONIO BESSA LEITE,PORTO,LORDELO DO OURO,C2,LORDELO,Lordelo,06011300011,RABLE0,06,00011,0113,-8.647628607898419,41.15512008510085
385,5424,BLG1,159675.85999583,467997.90000458,PARAGEM SEM ABRIGO, ,1,D:\SIG\FOTOS\BLG 1.TIF,RUA AMIAL,PORTO,PARANHOS,C6,BERLENGAS,Berlengas,10011300049,RAMIA0,10,00049,0113,-8.613731036231908,41.1801422902271
386,5425,BLG2,159654.82605427,467928.57462889,PARAGEM SEM ABRIGO, ,1,D:\SIG\FOTOS\BLG 2.TIF,RUA AMIAL,PORTO,PARANHOS,C6,BERLENGAS,Berlengas,10011300050,RAMIA0,10,00050,0113,-8.61397713070044,41.17951703888534
387,5426,BLRB2,160200.91805983,464820.31328944,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\BLRB2.TIF,RUA BOLHAO,PORTO,SANTO ILDEFONSO,C1,BOLHÃO,Bolhão,12011300008,RBOLH0,12,00008,0113,-8.60726674681584,41.151557495849524
388,5427,BLRB3,160193.94160802,464800.11682728,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\BLRB3.TIF,RUA BOLHAO,PORTO,SANTO ILDEFONSO,C1,BOLHÃO,Bolhão,12011300009,RBOLH0,12,00009,0113,-8.607348537824445,41.151375303772205
389,5428,MCBL,160180.52009895,464605.93092984,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BLRB5.TIF,RUA SA DA BANDEIRA,PORTO,SANTO ILDEFONSO,C1,BOLHÃO - MERCADO,Bolhão - Mercado,12011300010,RSBAN0,12,00010,0113,-8.60749577012035,41.14962619782228
390,5429,SCAT1,160330.52901514,464436.09083411,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\BLRF2.TIF,RUA FORMOSA,PORTO,SANTO ILDEFONSO,C1,S.TA CATARINA,Sta Catarina,12011300011,RFORM1,12,00011,0113,-8.605697852109627,41.148104330533606
391,5430,BMAF1,162881.00699106,466322.2753869,postalete, , ,D:\SIG\FOTOS\BMAF1.TIF,RUA BEATA D. MAFALDA,PORTO,CAMPANHÃ,C6,BEATA MAFALDA,Beata Mafalda,03011300045,RBDMA0,03,00045,0113,-8.575431849329114,41.165208564325646
392,5431,BVLB1,158049.65588769,471475.24301575,postalete, , ,D:\SIG\FOTOS\BMB 1.TIF,RUA GONDIVAI,MATOSINHOS,LEÇA DO BALIO,C5,B. V. LEÇA BALIO,B. V. Leça Balio,,,,,,-8.63335024068982,41.21136895592901
393,5432,BVLB2,158041.81381441,471461.8971137,postalete, , ,D:\SIG\FOTOS\BMB 2.TIF,RUA GONDIVAI,MATOSINHOS,LEÇA DO BALIO,C5,B. V. LEÇA BALIO,B. V. Leça Balio,,,,,,-8.633442826117147,41.21124838241843
394,5433,BNJ1,162939.09612991,464860.38733518,com painel abrigo, ,1,D:\SIG\FOTOS\BNJ 1.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,PORTO,CAMPANHÃ,C6,BONJÓIA,Bonjóia,03011300018,ECIRC0,03,00018,0113,-8.574651029530232,41.152048380867186
395,5434,BNJ2,162927.38432883,464824.21683002,com painel abrigo, ,1,D:\SIG\FOTOS\BNJ 2.TIF,VIA RAPIDA,PORTO,CAMPANHÃ,C6,BONJÓIA,Bonjóia,03011300117,VCINT0,03,00117,0113,-8.574788351548696,41.15172216475555
396,5435,BOIM1,161332.33332625,469625.11872221,postalete, , ,D:\SIG\FOTOS\BOIM1.TIF,RUA D. ANTONIO CASTRO MEIRELES,MAIA,PEDROUÇOS,C9,BOI MORTO,Boi Morto,,,,,,-8.594092972292948,41.19487467270894
397,5436,BOIM2,161323.76524753,469653.64565244,postalete, , ,D:\SIG\FOTOS\BOIM2.TIF,RUA D. ANTONIO CASTRO MEIRELES,MAIA,PEDROUÇOS,C9,BOI MORTO,Boi Morto,,,,,,-8.594196911793683,41.1951311179165
398,5437,CDPD,160045.88364851,460777.59873291,postalete, , ,D:\SIG\FOTOS\CDPD.TIF,RUA FERNAO MENDES PINTO,VILA NOVA DE GAIA,MAFAMUDE,S8,CONDE D.PEDRO,Conde D. Pedro,,,,,,-8.608849361951588,41.115149199887846
399,5438,CDR1,155709.56590487,475704.07520199,com painel abrigo, , ,D:\SIG\FOTOS\CDR 1.TIF,RUA 1,MAIA,MOREIRA,N10,CEDRO,Cedro,,,,,,-8.66155937038386,41.249319068469624
400,5439,CDR2,155799.99304765,475683.16236315,abrigo, , ,D:\SIG\FOTOS\CDR 2.TIF,RUA CRUZ DAS GUARDEIRAS,MAIA,MOREIRA,N10,CEDRO,Cedro,,,,,,-8.660479042112684,41.249135749945225
401,5440,CSTM1,156202.6414104,470252.57273499,com painel abrigo, , ,D:\SIG\FOTOS\CDRN1.TIF,RUA GENERAL JOSE VICENTE DE FR,MATOSINHOS,CUSTÓIAS,C5,CUSTÓIAS (METRO),Custóias (Metro),,,,,,-8.655284808677674,41.20026187266309
402,5441,CSTM2,156184.38083373,470244.79901685,postalete, , ,D:\SIG\FOTOS\CDRN2.TIF,RUA GENERAL JOSE VICENTE DE FR,MATOSINHOS,CUSTÓIAS,C5,CUSTÓIAS (METRO),Custóias (Metro),,,,,,-8.65550193808676,41.200190886356886
403,5442,CRSU1,156013.15909707,469911.46567907,postalete, , ,D:\SIG\FOTOS\CDRP1.TIF,RUA CANDIDO DOS REIS,MATOSINHOS,CUSTÓIAS,C3,CÂNDIDO REIS (SUL),Cândido Reis (Sul),,,,,,-8.65751906660611,41.197180288035774
404,5443,CRSU2,156032.14148753,469928.59850699,postalete, , ,D:\SIG\FOTOS\CDRP2.TIF,RUA CANDIDO DOS REIS,MATOSINHOS,CUSTÓIAS,C3,CÂNDIDO REIS (SUL),Cândido Reis (Sul),,,,,,-8.657294019617032,41.197335584708384
405,5444,CEMT1,158669.97868491,471252.64665467,com painel abrigo, , ,D:\SIG\FOTOS\CEMT1.TIF,RUA D. FREI ESTEVAO VASQUES PI,MATOSINHOS,LEÇA DO BALIO,C5,CEMITÉRIO,Cemitério,,,,,,-8.625938901592098,41.209396799164324
406,5445,CEMT2,158657.83207923,471248.04502026,com painel abrigo, , ,D:\SIG\FOTOS\CEMT2.TIF,RUA D. FREI ESTEVAO VASQUES PI,MATOSINHOS,LEÇA DO BALIO,C5,CEMITÉRIO,Cemitério,,,,,,-8.62608341209899,41.20935474292638
407,5446,CERR1,155654.9833301,459764.368339,abrigo, , ,D:\SIG\FOTOS\CERR1.TIF,RUA 25 ABRIL,VILA NOVA DE GAIA,MADALENA,S2,CERRO,Cerro,,,,,,-8.661052762356771,41.10579749798573
408,5447,CERR2,155638.40082175,459758.84208864,postalete, , ,D:\SIG\FOTOS\CERR2.TIF,RUA 25 ABRIL,VILA NOVA DE GAIA,MADALENA,S2,CERRO,Cerro,,,,,,-8.661249759555748,41.10574683180379
409,5448,CF1,161699.48369928,466804.45294882,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\CF  1.TIF,RUA COSTA CABRAL,PORTO,PARANHOS,C6,CONDE FERREIRA,Conde Ferreira,10011300075,RCCAB0,10,00075,0113,-8.58953971147198,41.16949501104986
410,5449,CF2,161706.68999803,466835.84000423,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\CF  2.TIF,RUA COSTA CABRAL,PORTO,PARANHOS,C6,CONDE FERREIRA,Conde Ferreira,10011300076,RCCAB0,10,00076,0113,-8.589455809380757,41.16977796071664
411,5450,CFER1,168735.61795514,469064.0874047,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\CFER.TIF,RUA CONDE FERREIRA,VALONGO,VALONGO,C10,CONDE FERREIRA,Conde Ferreira,,,,,,-8.505814575184232,41.19014323647256
412,5451,ISCP1,160913.32037216,468976.22611095,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\CFNT1.TIF,RUA PADRE COSTA,MATOSINHOS,S. MAMEDE DE INFESTA,C5,ISCAP,Iscap,,,,,,-8.599046170811024,41.189011909501964
